precipitation,80.5711183624306,2024-01-02T21:42:28.000Z
pressure,21.920124965224403,2024-01-02T23:38:22.000Z
windspeed,42.37790939523681,2024-01-02T06:52:04.000Z
pressure,75.7900031046358,2024-01-02T18:42:54.000Z
windspeed,74.8125329855967,2024-01-02T22:57:37.000Z
pressure,47.93632315968159,2024-01-02T14:41:29.000Z
windspeed,33.35187659026471,2024-01-02T10:09:49.000Z
windspeed,30.275201960448058,2024-01-01T22:13:43.000Z
pressure,12.694061540106594,2024-01-03T23:42:08.000Z
windspeed,23.284700783574557,2024-01-01T07:48:15.000Z
air moisture,77.38079115217876,2024-01-01T05:46:19.000Z
temperature,85.08268154067193,2024-01-02T06:32:27.000Z
temperature,94.50385583541087,2024-01-02T12:00:44.000Z
air moisture,44.847169984592476,2024-01-02T20:47:11.000Z
windspeed,29.26900860276112,2024-01-02T06:21:37.000Z
precipitation,72.0679773794342,2024-01-01T02:20:31.000Z
precipitation,92.73969484446599,2024-01-03T21:36:49.000Z
pressure,14.137292238485834,2024-01-02T15:16:25.000Z
precipitation,13.894643419564089,2024-01-03T06:12:12.000Z
air moisture,26.65345534283661,2024-01-02T16:43:54.000Z
windspeed,13.888255325639502,2024-01-01T23:56:06.000Z
air moisture,77.27709607282657,2024-01-03T02:36:32.000Z
temperature,45.22777021153904,2024-01-01T12:53:19.000Z
pressure,26.752176270492974,2024-01-01T23:12:39.000Z
windspeed,42.89324937495263,2024-01-03T00:21:40.000Z
air moisture,46.93251012439479,2024-01-02T06:20:26.000Z
temperature,78.98031597281724,2024-01-03T03:30:31.000Z
temperature,46.84524790857894,2024-01-03T09:28:48.000Z
windspeed,62.84371745195847,2024-01-03T03:50:02.000Z
pressure,54.95040779119483,2024-01-03T21:11:59.000Z
air moisture,26.70472311678654,2024-01-01T19:32:24.000Z
pressure,88.07799533213667,2024-01-03T12:18:02.000Z
temperature,78.09659156541571,2024-01-01T21:52:57.000Z
temperature,17.970302381683858,2024-01-01T10:57:02.000Z
