pressure,91.51685087092227,2024-01-02T14:00:11.000Z
windspeed,98.93425298723471,2024-01-02T14:02:22.000Z
pressure,92.88235414450469,2024-01-01T18:29:30.000Z
precipitation,87.93334375347844,2024-01-03T05:19:21.000Z
pressure,24.779839388735084,2024-01-03T08:17:55.000Z
windspeed,80.16903232487425,2024-01-02T01:48:24.000Z
precipitation,69.43710623128246,2024-01-02T15:13:11.000Z
air moisture,24.431998128461558,2024-01-03T09:22:36.000Z
temperature,21.5226447515671,2024-01-02T03:11:37.000Z
windspeed,73.12409051208749,2024-01-02T04:36:55.000Z
precipitation,93.18551899538494,2024-01-03T19:01:54.000Z
pressure,56.06822641031599,2024-01-03T02:09:08.000Z
precipitation,66.46245563063249,2024-01-02T10:55:25.000Z
pressure,39.517041923884534,2024-01-01T05:02:02.000Z
windspeed,24.696128304077686,2024-01-02T00:17:53.000Z
temperature,35.54934579839926,2024-01-03T04:32:04.000Z
precipitation,73.74329637634807,2024-01-01T09:55:04.000Z
pressure,63.46518529865646,2024-01-02T18:44:06.000Z
precipitation,67.0791300247984,2024-01-01T20:51:10.000Z
temperature,45.324769374502985,2024-01-02T18:24:03.000Z
temperature,41.835348945144084,2024-01-03T14:37:46.000Z
precipitation,16.68813119528865,2024-01-03T19:54:07.000Z
windspeed,62.820340256074466,2024-01-01T15:01:23.000Z
windspeed,44.89278344106497,2024-01-02T22:52:22.000Z
pressure,68.24750558350868,2024-01-02T11:05:31.000Z
temperature,17.441713075900044,2024-01-02T06:24:07.000Z
windspeed,40.81960719628675,2024-01-02T20:07:23.000Z
precipitation,88.88559497762479,2024-01-03T04:39:41.000Z
precipitation,68.50976389219981,2024-01-02T23:18:20.000Z
pressure,44.37282067624304,2024-01-02T01:08:11.000Z
pressure,65.69296155174166,2024-01-01T03:07:46.000Z
temperature,50.5751602941415,2024-01-02T04:12:36.000Z
precipitation,43.0463882820754,2024-01-02T02:44:20.000Z
pressure,72.38296997034513,2024-01-02T00:49:09.000Z
windspeed,30.56127427262191,2024-01-02T14:09:21.000Z
precipitation,86.28457797037593,2024-01-02T03:14:07.000Z
temperature,61.31752241896156,2024-01-01T09:41:54.000Z
precipitation,65.62338089772285,2024-01-03T21:48:55.000Z
air moisture,54.058790614929165,2024-01-01T10:43:02.000Z
temperature,98.21685456659468,2024-01-03T00:56:40.000Z
windspeed,80.6298174545528,2024-01-03T04:55:43.000Z
air moisture,39.019766245585934,2024-01-03T20:08:33.000Z
precipitation,14.467433853392519,2024-01-03T15:35:21.000Z
windspeed,97.60624169869365,2024-01-01T16:39:21.000Z
precipitation,79.38599954215104,2024-01-02T20:45:53.000Z
precipitation,21.125491708041395,2024-01-02T08:11:54.000Z
windspeed,68.68756787570223,2024-01-01T04:03:17.000Z
windspeed,75.0698485966221,2024-01-03T14:07:28.000Z
air moisture,52.2451419982912,2024-01-02T13:33:25.000Z
precipitation,47.79337262901307,2024-01-01T21:40:59.000Z
air moisture,91.32025556050577,2024-01-01T02:16:20.000Z
precipitation,48.33324317974438,2024-01-02T18:05:39.000Z
precipitation,80.09257013447856,2024-01-03T22:06:34.000Z
windspeed,64.08648146176526,2024-01-03T16:47:13.000Z
air moisture,72.24286702383765,2024-01-02T07:32:00.000Z
windspeed,28.898363172274497,2024-01-01T18:26:19.000Z
pressure,17.169529021283473,2024-01-03T06:25:29.000Z
precipitation,35.24517907014192,2024-01-03T12:03:44.000Z
pressure,37.6488754250077,2024-01-02T19:44:31.000Z
air moisture,53.022243707274754,2024-01-02T23:48:56.000Z
air moisture,13.892971399472408,2024-01-03T05:30:30.000Z
pressure,51.40133344211801,2024-01-01T15:54:56.000Z
precipitation,95.18935631229877,2024-01-01T19:29:29.000Z
windspeed,99.91835001947231,2024-01-03T04:40:34.000Z
air moisture,68.41669392285084,2024-01-03T19:31:55.000Z
pressure,83.37191916006091,2024-01-02T08:11:36.000Z
windspeed,44.3500978824615,2024-01-02T02:13:38.000Z
windspeed,62.24814837367855,2024-01-01T13:45:08.000Z
windspeed,25.86373777681998,2024-01-01T18:52:19.000Z
windspeed,92.34557486837029,2024-01-03T18:19:34.000Z
air moisture,66.93257740633754,2024-01-02T03:39:21.000Z
pressure,43.639182344170564,2024-01-02T09:47:54.000Z
windspeed,28.32068450255817,2024-01-01T09:11:20.000Z
pressure,76.9504186909598,2024-01-03T20:59:50.000Z
air moisture,33.04373152789901,2024-01-02T03:34:14.000Z
precipitation,42.578955103866534,2024-01-02T17:23:52.000Z
pressure,84.45705358308373,2024-01-03T13:05:14.000Z
windspeed,80.1944922880177,2024-01-01T21:00:46.000Z
pressure,86.55921055845317,2024-01-01T04:57:18.000Z
air moisture,36.054351819724104,2024-01-02T10:54:41.000Z
pressure,67.2538608886002,2024-01-01T04:12:49.000Z
windspeed,22.517464647831627,2024-01-03T16:06:56.000Z
pressure,91.984610376382,2024-01-02T19:15:25.000Z
air moisture,53.72829888801642,2024-01-02T06:34:49.000Z
air moisture,75.43707925790449,2024-01-02T15:50:18.000Z
windspeed,97.88106466678713,2024-01-03T11:14:55.000Z
pressure,76.0321492406265,2024-01-02T10:51:57.000Z
pressure,60.294053562863134,2024-01-03T00:08:28.000Z
air moisture,76.36318715796745,2024-01-02T01:16:23.000Z
precipitation,67.93456934789614,2024-01-01T17:23:19.000Z
pressure,61.24600326691664,2024-01-01T22:54:26.000Z
temperature,50.479945678937796,2024-01-01T17:55:02.000Z
temperature,59.25000880814501,2024-01-02T01:58:07.000Z
air moisture,76.08034810323255,2024-01-01T10:10:14.000Z
precipitation,22.493531751133737,2024-01-01T15:01:20.000Z
precipitation,65.5810172764335,2024-01-02T17:57:02.000Z
precipitation,80.64836412633726,2024-01-02T04:55:20.000Z
precipitation,53.273975955571814,2024-01-01T11:21:27.000Z
precipitation,47.09410689838699,2024-01-01T06:10:48.000Z
precipitation,29.48833291338676,2024-01-01T23:05:03.000Z
